pubmed_id,title,abstract
36478591,"In chronic lymphocytic leukemia, activation of the thrombopoietin receptor promotes T-cell inhibitory properties, contributing to immunosuppression.","In chronic lymphocytic leukemia (CLL), the immune system is skewed towards a suppressive milieu. Levels of thrombopoietin (TPO), promoting cellular immune regulatory activity in immune thrombocytopenic purpura, were shown to be elevated in CLL patients. This study explored TPO as a potential immunomodulator, supporting CLL progression. We evaluated CLL cell-induced expression of TPO receptor (TPO-R) on T-cells and effects of its activation on T-cell responses. CLL cell involvement in TPO generation was also assessed. Baseline TPO-R expression on CD4 + T-cells was found to be higher in CLL patients than in healthy controls (HC). Exposure of HC-T-cells to B-cells, especially to CLL-B-cells stimulated with B-cell activating molecules, resulted in enhanced TPO-R expression on T-cells. CLL-T-cell stimulation with TPO reduced their proliferation and expanded the regulatory T-cell (Treg) population. At baseline, phosphorylation of STAT5, known to impact the Treg phenotype, was elevated in CLL-T-cells relative to those of HC. Exposure to TPO further enhanced STAT5 phosphorylation in CLL-T-cells, possibly driving the observed Treg expansion. The CLL immune milieu is involved in promotion of inhibitory features in T-cells through increased TPO-R levels and TPO-induced intracellular signaling. TPO and its signaling pathway could potentially support immunosuppression in CLL, and may emerge as novel therapeutic targets."
36475163,COVID-19-Induced Thrombocytopenia: A Brief Literature Review and Case Report.,"With sporadic surges of COVID-19, medical professionals are continuously expanding their knowledge and contributing to medical literature through experiences and research. We present a rare case of a 65-year-old Hispanic male diagnosed with COVID-19-induced immune thrombocytopenic purpura (ITP). Commonly seen in cases with COVID-19-vaccine-induced thrombocytopenia, there are very few published case reports of ITP as a result of the COVID-19 virus."
36470677,"Fostamatinib for the treatment of Japanese patients with primary immune thrombocytopenia: A phase 3, placebo-controlled, double-blind, parallel-group study.","Fostamatinib, a spleen tyrosine kinase inhibitor, has been approved for the treatment of chronic primary immune thrombocytopenia (ITP) in the United States, Canada and some European countries. We conducted a phase 3, placebo-controlled, double-blind, parallel-group study to evaluate the efficacy and safety of fostamatinib in Japanese patients with primary ITP. Thirty-four patients were randomised to fostamatinib (n = 22) or placebo (n = 12) at 100-150 mg twice a day for 24 weeks. Stable responses (platelet ≥50 000/μl at ≥4 of the 6 visits from weeks 14 to 24) were observed in eight (36%) patients on fostamatinib and in none of the patients on placebo (p = 0.030). Overall responses (platelet ≥50 000/μl at ≥1 of the 6 visits from weeks 2 to 12) were seen in 10 (45%) patients on fostamatinib and in none of the patients on placebo (p = 0.006). Patients on fostamatinib required rescue medication less often and experienced fewer bleeding symptoms than patients on placebo. Adverse events observed were mild or moderate and were manageable. No new safety signals were identified in Japanese patients with ITP."
36469708,Progress on the efficacy and potential mechanisms of rapamycin in the treatment of immune thrombocytopenia.,"The complex pathogenesis of relapsed and refractory (R/R) immune thrombocytopenia (ITP) contributes to the varied efficacy and tolerability of current treatment regimens. Rapamycin, an immunomodulatory agent, was originally used in the prevention of organ rejection after organ transplantation. Additional evidence now shows that rapamycin can successfully treat R/R ITP. Here, we summarize recent clinical progress on the role and potential mechanism of rapamycin in the treatment of ITP.
PubMed, Web of Science and CNKI database were searched to identify eligible studies, and the clinical data and preclinical studies on the use of mTOR inhibitors in ITP treatment were reviewed. The key results (efficacy and safety) of the most recent clinical reports were summarized.
Case series provide evidence of the effectiveness and tolerable safety profile of rapamycin in ITP, including primary and some secondary ITP. Mechanistic explorations indicate that rapamycin can regulate immune cell subsets (Th1, Th2, Th17, Treg, Breg, MDSC, etc.), modulate cytokine secretion (IL-6, IL-10, TGF-β, BAFF, etc.) and promote platelet autophagy.
Emerging clinical data and basic studies suggest that rapamycin, as a multifaceted regulator, could provide a new promising option for the therapy of ITP. Additional research is needed to identify those patients which may benefit the most, as well as therapeutic regimens with which rapamycin may be combined."
36468649,"Comment on: Effects of COVID-19 vaccination on platelet counts and bleeding in children, adolescents, and young adults with immune thrombocytopenia.",
36458562,Prevalence and significance of large granular lymphocytes in patients with immune thrombocytopenia.,The association between T-cell large granular lymphocytes (T-LGL) and ITP is uncertain. The aims of this study were to determine the prevalence of T-LGL in patients with ITP and to describe its association with ITP disease severity. We analyzed flow cytometry results for T-LGL (using a threshold of 0.3 x10
36455965,Idiopathic Thrombocytopenic Purpura associated with Inflammatory Bowel Disease: a multi-centre ECCO CONFER case series.,"Idiopathic Thrombocytopenic Purpura (ITP) is an acquired haematological disorder with an incidence of 1 to 6 per 100,000/year. ITP and inflammatory bowel disease (IBD) comorbidity has been reported in the literature, but insights regarding the course, outcome and optimal management are limited by its rarity. The current study aimed to evaluate the clinical presentation and outcome of ITP in patients with IBD.
This multicentre retrospective case series was performed as part of the ECCO Collaborative Network of Exceptionally Rare case reports (CONFER) project. Cases of patients with ITP and IBD were collected by participating investigators. Clinical data were recorded in a standardised collection form.
This report includes 32 patients with concurrent ITP and IBD:10 were females, median age was 32.0 [interquartile range (IQR) 20.5-39.5]. 14 patients had a diagnosis of Crohn's disease (CD) and the other 18 had of ulcerative colitis (UC). The diagnosis of IBD preceded the ITP in 26 patients (median time between diagnoses was 7.0 years [IQR, 1.5-9.5]). Among those patients, 17 patients were in clinical remission at ITP diagnosis. 13 patients were treated with mesalamine, 4 with oral corticosteroids, 1 with rectal corticosteroids, 2 with azathioprine, and 5 with anti-TNF agents. The median platelet count was 35,000/mmc (IQR, 10,000-70,000). 8 patients had rectal bleeding, 13 had skin purpura, 3 had epistaxis, 6 had mucosal petechiae, and 13 were asymptomatic. Regarding ITP treatment, 19 were treated with corticosteroids, 1 with Anti-RhD immunoglobulin, 12 with intravenous immunoglobulins (IVIG), 4 with thrombopoietin, 3 with rituximab and 6 patients eventually required splenectomy. 10 patients needed no treatment directed to the ITP.Three patients required colectomy during term long follow-up, due to IBD or cancer and not to massive bleeding as a complication of ITP. One patient of eight patients who presented with rectal bleeding required splenectomy, and none required urgent colectomy. Two patients died during the follow-up, one of them due to bleeding complication located in the upper gastrointestinal tract.Median follow-up time was 6.5 years [IQR, 3-10]. With long-term follow-up, all patients had platelet count above 50,000/mmc, and 24 were in IBD clinical remission.
Most ITP cases in this case series occurred after the IBD diagnosis and responded well to regular ITP treatment. The course of the ITP in the IBD patients follows an expected course, including response to medical therapy and low rates of splenectomy."
36453103,Immune thrombotic thrombocytopenic purpura plasmas induce calcium- and IgG-dependent endothelial activation: correlations with disease severity.,"Immune-mediated thrombotic thrombocytopenic purpura (iTTP) is characterized by a severe ADAMTS13 deficiency due to the presence of anti-ADAMTS13 autoantibodies, with subsequent accumulation of circulating ultra-large von Willebrand Factor (VWF) multimers. The role of endothelial cell activation as a trigger of the disease has been suggested in animal models but remains to be demonstrated in humans. We prospectively obtained plasma from the first plasma exchange of 25 patients during iTTP acute phase. iTTP but not control plasma, induced a rapid VWF release and P-selectin exposure on dermal human micro-vascular endothelial cell (HMVEC-d) surface, associated with angiopoietin-2 and endothelin-1 secretion, consistent with Weibel-Palade bodies exocytosis. Calcium (Ca2+) blockade significantly decreased VWF release, whereas iTTP plasma induced a rapid and sustained Ca2+ flux in HMVEC-d which correlated in retrospect, with disease severity and survival in 62 iTTP patients. F(ab)'2 fragments purified from the immunoglobulin G (IgG) fraction of iTTP plasma mainly induced endothelial cell (EC) activation with additional minor roles for circulating free heme and nucleosomes, but not for complement. Furthermore, two anti-ADAMTS13 monoclonal antibodies purified from iTTP patient B cells, but not serum from hereditary TTP, induced endothelial Ca2+ flux associated with Weibel-Palade bodies exocytosis in vitro, whereas inhibition of endothelial ADAMTS13 expression using small interference RNA, significantly decreased the stimulating effects of iTTP IgG. In conclusion, Ca2+-mediated endothelial cell activation constitutes a second ""hit"" of iTTP, is correlated with the severity of the disease and may constitute a possible therapeutic target."
36450481,Suspected Immune Thrombocytopenic Purpura Induced by Lenalidomide for the Treatment of Myelodysplastic Syndrome with Deletion of Chromosome 5q: A Case Report.,"Lenalidomide (LEN), one of the key drugs in the treatment of myelodysplastic syndromes (MDS) with 5q deletion, as well as multiple myeloma (MM), has various immunomodulatory effects and has been associated with autoimmune diseases, including immune thrombocytopenic purpura (ITP). A 78-year-old man presented with pancytopenia and was diagnosed with MDS with 5q deletion and other chromosomal abnormalities. Two cycles of LEN therapy (one cycle: 10 mg/day for 21 days) resulted in a transient improvement in anemia, followed by MDS progression with severe thrombocytopenia (4 × 10"
36442510,Humoral response to mRNA-based COVID-19 vaccine in patients with immune thrombocytopenia.,"Data for COVID-19 vaccine response in patients with immune thrombocytopenia (ITP) are very limited. In a study of 28 patients with ITP, anti-severe acute respiratory syndrome coronavirus 2 spike antibody titres were measured after vaccination. The seroconversion rate for ITP patients was 91.3%, comparable to that in healthy controls (HCs). However, the antibody titre in ITP patients was significantly lower than that in HCs and declined with ageing. Furthermore, the antibody titre in ITP patients who received a minimum prednisolone dose of at least 5 mg/day at any time-point at or after initial vaccination was lower than that in other patients."
36441261,Platelet recovery with ibrutinib therapy in patient with treatment-refractory immune thrombocytopenia.,
36439947,Resolved Hypereosinophilic Syndrome and Immune Thrombocytopenic Purpura in Ulcerative Colitis Patients Post Colectomy: A Case Series and Literature Review.,"Hypereosinophilic syndrome (HES) and immune thrombocytopenic purpura (ITP) have been reported to co-occur with ulcerative colitis (UC). However, the exact pathogenic mechanisms of their occurrence remain elusive. In this article, we aim to describe two cases of UC patients who developed refractory HES and ITP and elaborate on their potential pathogenesis.
We report two middle-aged patients diagnosed with UC. The first patient developed HES that was refractory to conventional medical therapy of idiopathic HES, and the second developed refractory ITP that failed steroid and immunosuppressive therapy. Both conditions improved considerably following colectomy, suggesting they are of a reactive rather than idiopathic nature.
In patients with UC and refractory comorbid HES or ITP, the reactive nature of these comorbidities should be taken into consideration, and colectomy, therefore, should be considered if clinically indicated."
36435049,Risk of thrombosis associated with antiphospholipid antibodies in immune thrombocytopenic Purpura: A single center retrospective study of 152 patients.,
36431272,Skin Manifestations in Patients with Selective Immunoglobulin E Deficiency.,"Selective immunoglobulin E deficiency (SIgED) is still an unrecognised primary immunodeficiency despite several observations supporting its existence. This study aimed to describe the skin manifestations associated with SIgED. We retrospectively assessed medical records of patients with SIgED, the diagnosis being based on serum IgE levels ≤2 Uk/L associated with normal serum levels of immunoglobulins G, M, and A. A total of 25 patients (24 female) with SIgED were included in the study. Eleven patients (44%) presented chronic spontaneous urticaria (CSU), five (20%) angioedema always associated with CSU, five erythema (20%), and six eczema (24%). Other, less frequent manifestations were lichen planus, anaphylactoid purpura, thrombocytopenic purpura, bullous pemphigoid, bullous pyoderma gangrenosum, and atypical skin lymphoproliferative infiltrate associated with reactive lymphadenopathy, chronic cholestasis, arthritis, and fibrosing mediastinitis. Fifteen patients (60%) had different types of associated autoimmune diseases, Hashimoto's thyroiditis being the most frequent ("
36427162,The efficacy and safety of caplacizumab in Japanese patients with immune-mediated thrombotic thrombocytopenic purpura: an open-label phase 2/3 study.,"Caplacizumab is an anti-von Willebrand factor humanized single-variable-domain immunoglobulin fragment whose efficacy and safety in immune-mediated thrombotic thrombocytopenia purpura (iTTP) have been demonstrated in international studies. This prospective, open-label phase 2/3 study evaluated caplacizumab 10 mg administered daily during plasma exchange and for 30 days afterward, in combination with immunosuppressive treatment, in Japanese adults with a clinical diagnosis of iTTP (new or recurrent). The primary endpoint was prevention of iTTP recurrence; key secondary endpoints included time to platelet count response, time to organ damage normalization, and safety. Among 21 treated patients, 1 of 15 (6.7%) evaluable patients developed iTTP recurrence. Median time to normalization was 2.79 days for platelet count and 2.65 days for organ damage markers (n = 15). Treatment-emergent adverse events (TEAEs) were mostly mild to moderate in severity; the most frequently reported caplacizumab-related TEAEs were increased alanine aminotransferase, epistaxis, and gastrointestinal hemorrhage (all in 9.5% of patients). At least one bleeding event was reported in 7 of 21 patients (33%). Caplacizumab was effective in Japanese patients with iTTP, with a low rate of iTTP recurrence, rapid normalization of platelet counts and organ damage markers, and no unexpected TEAEs. Trial registration: ClinicalTrials.gov identifier, NCT04074187."
36426305,A Case of Cytomegalovirus Infection With Severe Thrombocytopenia in an Infant Who Was Successfully Managed With Antiviral Therapy.,Cytomegalovirus (CMV) is a member of the 
36424271,Current approaches for the diagnosis and management of immune thrombocytopenia.,"Immune thrombocytopenia (ITP), is an acquired autoimmune disorder characterized by the destruction of platelets and megakaryocytes, resulting in thrombocytopenia (platelet count <100 × 10⁹/L). This review focuses on the diagnosis and current management of ITP. The diagnosis of ITP is based principally on the exclusion of other causes of isolated thrombocytopenia using patient history, physical examination, blood count, and evaluation of the peripheral blood film. The clinical treatment goals should be to resolve bleeding events and to prevent severe bleeding episodes. The platelet count should be improved to attain a minimum of > 20-30 × 10⁹/L. Therapy should be given as an inpatient in newly diagnosed ITP with a platelet count of > 20 × 10⁹/L or if there is active bleeding. Corticosteroids are considered the standard initial treatment for newly diagnosed patients. Subsequent medical therapies with robust evidence include thrombopoietin receptor agonists (TPO-RAs), rituximab and fostamatinib. Surgical therapy with splenectomy may be considered for patients failing medical therapy. The choice between therapy options is highly dependent upon patient values and preferences."
36422356,Detection of ,Immune thrombocytopenic purpura (ITP) is an autoimmune disease characterized by isolated cryptogenic thrombocytopenia due to a transient or persistent reduction in platelet count. Many patients with ITP have shown improved platelet count after 
36419571,Splenectomy in patients with immune (idiopathic) thrombocytopenic purpura (ITP) appears to be protective against developing aortic valve disease.,"Immune thrombocytopenia (ITP) has been shown to be independently associated with aortic valve disease (AVD). However, whether ITP patients who have undergone splenectomy are also at increased risk for AVD has not been researched. The goal of this study was to evaluate any association between AVD and splenectomy in patients with ITP.
We used the Nationwide Inpatient Sample from 2005 to 2014 as 10 consecutive years randomly selected. Using ICD-9 codes for AVD, ITP, and splenectomy, a total of 108,434 patients were identified with ITP, 4,282 of which had undergone splenectomy. We performed uni- and multivariate analysis adjusting for baseline characteristics.
Univariate analysis revealed a significantly lower rate of AVD in ITP patients with splenectomy compared to no splenectomy in 2007, 2009, and 2010 with a trend of this association during the other years. For example, in 2007, 0.6% of ITP patients with history of splenectomy had AVD versus 2.0% of ITP patients without splenectomy (OR, 0.29; 95% CI, 0.09-0.91; 
Based on a large inpatient database, our previous finding of ITP patients' association with AVD is only present in patients without splenectomy, and splenectomy appears to exert a protective effect on developing aortic valve disease in ITP patients, warranting further investigation."
36409925,Excluding JAK2 V617F mutation analysis from the primary immune thrombocytopenia 'diagnosis of exclusion'.,
36408739,Why should intramuscular anti-D be different from intravenous anti-D?,"For reasons of safety the use of intravenous anti D to treat ITP has largely been abandoned because of the risk it incurs of intravascular haemolysis. Intramuscular delivery of anti-D could be a safer approach and deserves to be further evaluated. IV anti-D was a mainstay of ITP treatment in the United States in the 1990's until the development of intravascular hemolysis (IVH) and its serious even fatal consequences was appreciated. Subsequently, treatment of patients with ITP with IV anti-D has become very rare given other alternatives and the IVH risk. IM anti-D does not carry a risk for IVH and it should be re-evaluated and reconsidered as an option for D+ DAT-negative not splenectomized adults who do not have a long duration of ITP and require maintenance treatment. Commentary on: Lakhwani, et al. Intramuscular Anti-D treatment for immune thrombocytopenia: A single centre experience. Br J Haematol 2023;200:353-357."
36407259,Immune Thrombocytopenic Purpura and Paradoxical Thrombosis: A Systematic Review of Case Reports.," Immune thrombocytopenic purpura (ITP) is an acquired bleeding disorder characterized by autoantibodies against platelets. The clinical presentation is variable; the main symptom is bleeding, and many patients are asymptomatic; others have nonspecific symptoms like fatigue. Uncommonly, ITP can present with paradoxical thrombosis. The risk of thrombosis in ITP may be higher than expected, which makes the management of ITP more challenging. This review aims to evaluate patients with ITP who develop thrombosis and identify potential risk factors related to thrombosis in this category of patients.
 English literature was searched using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines for adults above 18 years with primary ITP who had infarctions or thrombotic events. Patients with secondary ITP were excluded. The search included articles published up to 20th October 2021.
 A total of 73 articles were included. Seventy-seven patients with ITP had developed infarctions and various thrombotic events. Sixty-three patients had arterial events, and 14 patients developed venous thrombotic events.
 Patients with ITP have low platelets, which predispose them to bleed; despite that, serious thrombotic complications can happen in these patients and are difficult to predict. Therefore, it is critical for physicians to understand that ITP is paradoxically a prothrombotic condition and to address preventive thromboembolic measures whenever possible."
36406096,Trauma-related oral lesions; Angina bullosa haemorrhagica: a rare case presentation.,"Angina bullosa haemorrhgica is a relatively uncommon condition characterized by blood-filled subepithelial lesions in the oral mucosa that is idiopathic and not caused by a systemic disease or a hemostatic abnormality. Middle-aged and elderly patients are usually affected and lesions heal spontaneously without scarring. A rapidly expanding hemorrhagic blister in the oropharynx can induce upper airway obstruction, so recognizing the lesion as soon as possible is essential. Because of its rarity, we wanted to highlight a 42-year-old male patient who presented with hemorrhagic bullae associated with insignificant local trauma in the oral mucosa and to emphasize that Angina bullosa haemorrhagica is a rare but recognizable lesion that clinicians should be aware of."
36405818,Purpura with regular shape in an adolescent: Beware of dermatitis artefacta.,"Purpura is common in pediatric patients, mostly diagnosed as IgA-related vasculitis (Henoch-Schönlein purpura), idiopathic thrombocytopenic purpura (ITP), and thrombotic thrombocytopenic purpura (TTP). However, in some cases, for example, cases with dermatitis artefacta, it could puzzle a physician or pediatrician for a long time, with great challenges in diagnosis.
We present the case of a 13-year-old boy with recurrent painful purpura on both upper limbs. The physical exam was unremarkable, except for right blepharoptosis and scars from burns. The diagnostic tests were normal. Through repeated communication, the patient was finally diagnosed as having dermatitis artefacta, accompanied by underlying psychological problems.
Before dermatitis artefacta was diagnosed, we spent a lot of money and effort on the diagnosis. Therefore, in order to determine the diagnosis as soon as possible and save on unnecessary medical expenses, we propose a rapid process for the diagnosis of purpura of dermatitis artefacta in children."
36403363,Vaccine associated benign headache and cutaneous hemorrhage after ChAdOx1 nCoV-19 vaccine: A cohort study.,"Fatal complications have occurred after vaccination with ChAdOx1 nCoV-19, a vaccine against Covid-19. Vaccine-induced immune thrombotic thrombocytopenia (VITT) with severe outcome is characterized by venous thrombosis, predominantly in cerebral veins, thrombocytopenia and anti-PF4/polyanion antibodies. Prolonged headaches and cutaneous hemorrhages, frequently observed after the ChAdOx1 nCoV-19 vaccine, have therefore caused anxiety among vaccinees. We investigated whether these symptoms represent a mild form of VITT, with a potential for aggravation, e.g. in case of a second vaccination dose, or a different entity of vaccine complications MATERIALS AND METHODS: We included previously healthy individuals who had a combination of headache and spontaneous severe cutaneous hemorrhages emerging after the 1
None of the symptomatic vaccinees had cerebral vein thrombosis, hemorrhage or other pathology on MRI. Platelet counts were within normal range and no anti-PF4/polyanion platelet activating antibodies were found. Moreover, vasculitis markers, platelet activation markers and thrombin generation were normal. Furthermore, almost all symptoms resolved, and none had recurrence of symptoms after further vaccination with mRNA vaccines against Covid-19.
The combination of headaches and subcutaneous hemorrhage did not represent VITT and no other specific coagulation disorder or intracranial pathology was found. However, symptoms initially mimicking VITT demand vigilance and low threshold for a clinical evaluation combined with platelet counts and D-dimer."
36396570,Plasma Cell Directed Therapy for Immune Thrombotic Thrombocytopenic Purpura (iTTP).,"Immune thrombotic thrombocytopenic purpura (iTTP) is a microangiopathic hemolytic anemia (MAHA) underpinned by autoreactivity against the von Willebrand factor (vWF) cleaving protease, ADAMTS13 (adisintegrin and metalloproteinase with a thrombospondin type 1 motif, member 13). Autoantibody mediated ADAMTS13 inhibition leads to the accumulation of ultra-large vWF multimers which activate platelets and endothelium to initiate microvascular thrombosis. In the absence of urgent therapeutic intervention, iTTP is rapidly fatal due to cumulative organ dysfunction including catastrophic neurological and cardiac sequalae. Therapeutic plasma exchange (TPE) is the mainstay of initial therapy and aims to remove pathological autoantibodies and ultra-large vWF multimers while replenishing ADAMTS13. Immunosuppression is an important treatment adjunct, as attainment of remission and successful TPE cessation is strongly associated with suppression of anti-ADAMTS13 antibody production. More recently, caplacizumab, an antibody fragment blocking the interaction between vWF multimers and platelets, has been incorporated into acute TTP management to mitigate end-organ damage while awaiting suppression of anti-ADAMTS13 activity. In most cases, remission is achieved using corticosteroids alone or in combination with the B-cell depleting antibody, rituximab. However, some patients are refractory to front-line immunosuppression in the context of 'inhibitor boosting' whereby the exposure to homologous plasma exacerbates the underlying autoimmune flare. As such cases have been observed in the context of likely effective B-cell depletion, it has been hypothesized that plasma cells (ie, terminally differentiated B-cells) may provide a therapy-resistant nidus of anti-ADAMTS13 production as has been demonstrated in other autoimmune disease settings. Autoreactive plasma cells can be targeted by conventional and novel therapeutics, including those developed for malignant plasma cells in the context of multiple myeloma. Here we review the rationale and evidence for plasma cell directed therapy in refractory iTTP, with a focus on the proteasome inhibitor, bortezomib, and the CD38 monoclonal antibody, daratumumab."
36396166,Epistaxis duration predicts bleeding in immune thrombocytopenia: a cohort study.,"To test for an association between duration of epistaxis and clinically relevant bleeding in the following 12 months in children with immune thrombocytopenia (ITP).
Prospective cohort study.
The national UK Paediatric ITP registry, a multicentre prospective clinical registry of new cases of ITP between 2006 and February 2020.
All children aged between 2 months and 16 years in participating UK centres.
Epistaxis at presentation defined as none, <10 min, 10-30 min and >30 min.
Incident severe bleeds, combined moderate and severe bleeds and drop in haemoglobin (Hb) by ≥20 g/L.
The sample included 1793 patients, of which 334 had epistaxis <10 min, 88 lasting 10-30 min and 97 >30 min. In the 12 months following presentation, 19 had a severe bleed, 140 had a moderate bleed and 54 had a drop in Hb ≥2 g/dL. Epistaxis >30 min duration was associated with increased odds of severe bleeds (OR 1.43-15.67), moderate or severe bleeding (OR 1.33-4.2) and drop in Hb (OR 1.23-6.91). Shorter duration epistaxis was not associated with increased odds of any outcome. A trend for increased odds with longer duration epistaxis was significant for all outcomes.
The longer the duration of epistaxis at presentation with ITP, the higher the risk of a clinically significant bleeding event in the 12 months following. This should inform clinical severity ratings and treatment decisions."
36394581,Long-term complete remission of refractory severe idiopathic immune thrombocytopenia (ITP) treated with daratumumab.,
36381884,Immune Thrombocytopenic Purpura and Its Rare Association With a Brucella Infection: A Case Report.,"Although several factors such as viral and bacterial pathogens, and drugs have been widely reported to be associated with immune thrombocytopenic purpura (ITP), brucellosis is an unusual cause of this disorder. Here, we describe a patient with brucellosis with fever and purpura as the first manifestation of her illness due to immune-mediated severe thrombocytopenia. In this case, ITP responded well to the anti-Brucella treatment with platelet recovery within three days."
36377718,Anti-glycoprotein autoantibodies are related to bleeding severity in children with newly diagnosed ITP and very low platelet counts.,"Immune thrombocytopenia (ITP) is an autoimmune-mediated hemorrhagic disease. Anti-glycoprotein autoantibodies play a key role in the pathophysiology of ITP, but the relationship between platelet-specific antibodies and bleeding severity is unclear. This study aimed to analyze the relationship between anti-glycoprotein autoantibodies and bleeding severity in children with newly diagnosed ITP and platelet count less than 10 × 10
This was a single-center prospective observational study that analyzed children with newly diagnosed ITP and platelet count less than 10 × 10
A total of 86 cases were enrolled, including 42 in the mild group and 44 in the severe group. Patients with anti-GPIIb/IIIa or anti-GPIb/IX antibodies suffered more severe bleeding than patients without them (χ
Anti-glycoprotein autoantibodies led to more severe bleeding in children under 18 years of age without drug treatment with newly diagnosed ITP and platelet count less than 10 × 10"
36377150,Comparison Of Efficacy Of High Dose Dexamethasone With Conventional Prednisolone In The Treatment Of Newly Diagnosed Adult Patients Of Immunthrombocytopenic Purpura.,"Immune thrombocytopenic purpura with multimodal incidence having peaks in each age groups is a chronic clinical syndrome in adults, with disease more predominant in females in adults. The aim of the study was to compare the efficacy (response rate) of high dose dexamethasone with conventional prednisolone in the treatment of newly diagnosed adult patients of Immune thrombocytopenic purpura. It was a prospective quasi-experimental study, conducted at the Department of Medicine of a tertiary care hospital from Jan to Dec 2019.
The sample population comprised of 130 cases of newly diagnosed ITP patients, having platelet count <30,000/ul with or without bleeding symptoms who received either dexamethasone (40 mg/day for 04 days) or prednisolone (0.5-1 mg/kg PSL for 01 week). Treatment response was measured at day 7.
Out of 130 patients 65 patients were treated with dexamethasone and 65 patients with prednisolone .83.08% (n=54) cases in Group-A and 33.85% (n=22) in Group-B had response while remaining 16.92% (n=11) in Group-A and 66.15% (n=43) in Group-B had no response. The p value was calculated as 0.000 which shows a significant difference.
We concluded that high dose of dexamethasone shows a significantly higher response when compared with conventional prednisolone in the treatment of newly diagnosed adult patients of Immune thrombocytopenia purpura."
36369088,Heat shock protein-70 is elevated in childhood primary immune thrombocytopenia.,"Immune thrombocytopenia (ITP) is an acquired autoimmune disorder characterized by the destruction of the platelets resulting from autoimmune recognition and subsequent attack. Heat shock proteins (HSPs) are directly associated with progression and pathogenesis in some specific autoimmune diseases. The aim of this study was to investigate the serum expression of HSP-70 in ITP children and healthy controls.
A total of 86 children aged 1-6 years were enrolled in the study. The participants were divided into 20 newly diagnosed ITP (ndITP), 34 chronic ITP (cITP) patients and 32 healthy children. The white blood cells and platelet counts were determined and compared between the groups. HSP-70 serum levels were analyzed by sandwich ELISA. Data analysis was done using SPSS and the data variables assessment was done through histogram, probability plots and Shapiro-Wilk tests to determine normal distribution.
The white blood cell counts were 8.9 (4.2-10.4) for new diagnosis ITP, 7.1(3.9-11.9) for the chronic ITP group and 7.0 (4.3-9.5) for the healthy controls. The platelet counts were significantly increased in the chronic ITP group, 83.5(31.7-297) compared to the ndITP group 27.4 (3.7-63.7), but significantly lower compared to the healthy controls 271(172-462) (P = 0.0009). There were significantly increased HSP-70 serum levels in cITP patients compared to the ndITP and the healthy group. In addition, there was a positive correlation between the serum HSP-70 level and the thrombocyte counts among the ITP children.
HSP-70 has a role in the progression of childhood ITP. Increased HSP-70 level is associated with the severity of childhood primary ITP."
36368692,From the Discovery of ADAMTS13 to Current Understanding of Its Role in Health and Disease.,"ADAMTS13 (a disintegrin-like metalloprotease domain with thrombospondin type 1 motif, member 13) is a protease of crucial importance in the regulation of the size of von Willebrand factor multimers. Very low ADAMTS13 activity levels result in thrombotic thrombocytopenic purpura, a rare and life-threatening disease. The mechanisms involved can either be acquired (immune-mediated thrombotic thrombocytopenic purpura [iTTP]) or congenital (cTTP, Upshaw-Schulman syndrome) caused by the autosomal recessive inheritance of disease-causing variants (DCVs) located along the "
36359194,"Impact of COVID-19 Infection, Vaccination, and Serological Response in Immune Thrombocytopenic Purpura Patients: A Single-Center Global Analysis.","Both SARS-CoV-2 infection and vaccination have raised concern in immune-mediated diseases, including immune thrombocytopenic purpura (ITP) considering risk of de novo ITP development and ITP recurrence. Here, we report on data from a single-center retrospective-prospective collection aiming to evaluate platelet (plt) dynamics in patients (pts) with chronic ITP after COVID-19 infection (before and after vaccination) and after the first, second and third vaccine doses. Furthermore, we analyzed the serological response after the first two doses of COVID-19 vaccination. A total of 64 pts currently followed for chronic ITP who experienced COVD-19 infection and/or vaccination with an available plt count before and after such events were included in the analysis. A low incidence of ITP exacerbation following vaccine sessions (6-16%) was observed in comparison with a high frequency of exacerbation and rescue treatment necessity after COVID-19 infection in unvaccinated pts (83%). Moreover, the lower ITP exacerbation rate observed in infected pts previously vaccinated (18%) suggests further protective effects in this population. Finally, a high seroconversion rate was observed, confirming data reported in previously published studies on immune cytopenia and rheumatological diseases, but more evidence is awaited to establish the clinical impact of serological response."
36355464,Platelet satellitism in immune thrombocytopenic purpura.,
36345812,Evaluating the impact of thrombopoietin receptor agonist medications on patient outcomes and quality of life in paediatric immune thrombocytopenia through semi-structured interviews.,"Over the last decade, treatment of immune thrombocytopenia (ITP) in children has advanced to include thrombopoietin receptor agonist (TPO-RA) medications. Concurrently, there has been an increased emphasis on patient-reported outcomes-especially quality of life-to guide treatment. Assessing the impact of TPO-RAs on quality of life in paediatric ITP is therefore a priority. In this single-centre integrative mixed-methods study, a cohort of children with ITP prescribed a TPO-RA was identified. These children and/or their caregivers were invited to participate in semi-structured interviews focussed on quality-of-life measures. Independently, a retrospective chart review collected ITP-related data (platelet count, bleeding events) and TPO-RA data (dosing, side effects). Among the 23 eligible patients, 20 were represented in interviews. On chart review, 11/20 patients responded to TPO-RA by meeting platelet count criteria of ≥50 × 10"
